effective_date,signal_date,risk_on,leaders,turnover,transaction_cost,weights
2024-09-03,2024-08-30,True,"SMIN,INDA,KCE,TMFC,IXN",0.2,0.0001,"{'INDA': 0.2, 'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'SMIN': 0.2, 'TMFC': 0.2}"
2024-09-09,2024-09-06,True,"SMIN,INDA,KCE,XLF,KIE",0.4,0.0002,"{'INDA': 0.2, 'KCE': 0.2, 'KIE': 0.2, 'SGOV': 0.0, 'SMIN': 0.2, 'XLF': 0.2}"
2024-09-16,2024-09-13,True,"IXN,KCE,TMFC,SMIN,VUG",0.6000000000000001,0.00030000000000000003,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'SMIN': 0.2, 'TMFC': 0.2, 'VUG': 0.2}"
2024-09-23,2024-09-20,True,"IXN,XLK,TMFC,VUG,QQQM",0.4,0.0002,"{'IXN': 0.2, 'QQQM': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLK': 0.2}"
2024-09-30,2024-09-27,True,"IXN,TMFC,KCE,VUG,XLK",0.2,0.0001,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLK': 0.2}"
2024-10-07,2024-10-04,True,"KCE,XLF,SMIN,TMFC,IXN",0.4,0.0002,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'SMIN': 0.2, 'TMFC': 0.2, 'XLF': 0.2}"
2024-10-14,2024-10-11,True,"KCE,SMIN,IXN,XLF,TMFC",0.0,0.0,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'SMIN': 0.2, 'TMFC': 0.2, 'XLF': 0.2}"
2024-10-21,2024-10-18,True,"KCE,IXN,TMFC,XLF,VUG",0.2,0.0001,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLF': 0.2}"
2024-10-28,2024-10-25,True,"KCE,IXN,EIS,TMFC,VUG",0.2,0.0001,"{'EIS': 0.2, 'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2}"
2024-11-04,2024-11-01,True,"KCE,TMFC,VUG,XLF,IXN",0.2,0.0001,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLF': 0.2}"
2024-11-11,2024-11-08,True,"KCE,XLF,TMFC,VUG,IXN",0.0,0.0,"{'IXN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLF': 0.2}"
2024-11-18,2024-11-15,True,"KCE,XLF,KIE,TMFC,ARKF",0.4,0.0002,"{'ARKF': 0.2, 'KCE': 0.2, 'KIE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'XLF': 0.2}"
2024-11-25,2024-11-22,True,"KCE,XLF,TMFC,VUG,SPYD",0.4,0.0002,"{'KCE': 0.2, 'SGOV': 0.0, 'SPYD': 0.2, 'TMFC': 0.2, 'VUG': 0.2, 'XLF': 0.2}"
2024-12-02,2024-11-29,True,"KCE,XLF,TMFC,VUG,XLC",0.2,0.0001,"{'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2, 'XLF': 0.2}"
2024-12-09,2024-12-06,True,"XLC,XLF,TMFC,KCE,VUG",0.0,0.0,"{'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2, 'XLF': 0.2}"
2024-12-16,2024-12-13,True,"XLC,TMFC,XLF,VUG,FDN",0.2,0.0001,"{'FDN': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2, 'XLF': 0.2}"
2024-12-23,2024-12-20,True,"XLC,TMFC,XLF,VUG,KCE",0.2,0.0001,"{'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2, 'XLF': 0.2}"
2024-12-30,2024-12-27,True,"XLC,XLF,TMFC,VUG,KIE",0.2,0.0001,"{'KIE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2, 'XLF': 0.2}"
2025-01-06,2025-01-03,True,"XLC,TMFC,VUG,FDN,KCE",0.4,0.0002,"{'FDN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2}"
2025-01-13,2025-01-10,True,"TMFC,XLC,VUG,FDN,KCE",0.0,0.0,"{'FDN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'VUG': 0.2, 'XLC': 0.2}"
2025-01-21,2025-01-17,True,"XLC,TMFC,FDN,EIS,KCE",0.2,0.0001,"{'EIS': 0.2, 'FDN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'XLC': 0.2}"
2025-01-27,2025-01-24,True,"EIS,XLC,TMFC,FDN,KCE",0.0,0.0,"{'EIS': 0.2, 'FDN': 0.2, 'KCE': 0.2, 'SGOV': 0.0, 'TMFC': 0.2, 'XLC': 0.2}"
2025-02-03,2025-01-31,True,"EIS,TMFC,EWS,ARKQ,ARKF",0.6000000000000001,0.00030000000000000003,"{'ARKF': 0.2, 'ARKQ': 0.2, 'EIS': 0.2, 'EWS': 0.2, 'SGOV': 0.0, 'TMFC': 0.2}"
2025-02-10,2025-02-07,True,"EIS,SLV,ARKW,EWS,XLC",0.6000000000000001,0.00030000000000000003,"{'ARKW': 0.2, 'EIS': 0.2, 'EWS': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'XLC': 0.2}"
2025-02-18,2025-02-14,True,"EIS,GLDM,SLV,EWS,XLC",0.2,0.0001,"{'EIS': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'XLC': 0.2}"
2025-02-24,2025-02-21,True,"GLDM,EIS,FDN,TMFC,SLV",0.4,0.0002,"{'EIS': 0.2, 'FDN': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'TMFC': 0.2}"
2025-03-03,2025-02-28,True,"GLDM,XLC,SLV,EWS,FDN",0.4,0.0002,"{'EWS': 0.2, 'FDN': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'XLC': 0.2}"
2025-03-10,2025-03-07,True,"GLDM,SLV,EWS,XLC,FDN",0.0,0.0,"{'EWS': 0.2, 'FDN': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'XLC': 0.2}"
2025-03-17,2025-03-14,True,"GLDM,EWS,SLV,XLC,EIS",0.2,0.0001,"{'EIS': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'XLC': 0.2}"
2025-03-24,2025-03-21,True,"GLDM,EWS,XLC,GDX,EIS",0.2,0.0001,"{'EIS': 0.2, 'EWS': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'XLC': 0.2}"
2025-03-31,2025-03-28,True,"GLDM,EWS,SLV,XLC,GDX",0.2,0.0001,"{'EWS': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'XLC': 0.2}"
2025-04-07,2025-04-04,False,SGOV,1.0,0.0005,{'SGOV': 1.0}
2025-04-14,2025-04-11,True,"EWS,GLDM,EIS,EWP,GDX",1.0,0.0005,"{'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-04-21,2025-04-18,True,"EWS,EWP,EIS,EPOL,GDX",0.2,0.0001,"{'EIS': 0.2, 'EPOL': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GDX': 0.2, 'SGOV': 0.0}"
2025-04-28,2025-04-25,True,"EWS,EIS,GLDM,ARKQ,XLC",0.6000000000000001,0.00030000000000000003,"{'ARKQ': 0.2, 'EIS': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'XLC': 0.2}"
2025-05-05,2025-05-02,True,"EWS,GLDM,EIS,XLC,EWP",0.2,0.0001,"{'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'XLC': 0.2}"
2025-05-12,2025-05-09,True,"EIS,GLDM,EWS,XLC,EWP",0.0,0.0,"{'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'XLC': 0.2}"
2025-05-19,2025-05-16,True,"EWS,GLDM,EIS,EWP,ARKW",0.2,0.0001,"{'ARKW': 0.2, 'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-05-27,2025-05-23,True,"GLDM,EWS,EIS,EWP,ARKW",0.0,0.0,"{'ARKW': 0.2, 'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-06-02,2025-05-30,True,"GLDM,EWS,EIS,EWP,CIBR",0.2,0.0001,"{'CIBR': 0.2, 'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-06-09,2025-06-06,True,"EIS,EWS,CIBR,GLDM,ARKW",0.2,0.0001,"{'ARKW': 0.2, 'CIBR': 0.2, 'EIS': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-06-16,2025-06-13,True,"ARKW,EWS,EIS,ARKQ,ARKF",0.4,0.0002,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EIS': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-06-23,2025-06-20,True,"ARKW,EWP,ARKQ,EWS,EIS",0.2,0.0001,"{'ARKQ': 0.2, 'ARKW': 0.2, 'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-06-30,2025-06-27,True,"ARKW,EIS,EWS,ARKQ,EWP",0.0,0.0,"{'ARKQ': 0.2, 'ARKW': 0.2, 'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-07-07,2025-07-04,True,"EIS,ARKW,EWP,EWS,ARKQ",0.0,0.0,"{'ARKQ': 0.2, 'ARKW': 0.2, 'EIS': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-07-14,2025-07-11,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.2,0.0001,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-07-21,2025-07-18,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-07-28,2025-07-25,True,"ARKQ,ARKW,ARKF,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-08-04,2025-08-01,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-08-11,2025-08-08,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-08-18,2025-08-15,True,"ARKW,ARKF,ARKQ,EWS,EWP",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-08-25,2025-08-22,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-09-02,2025-08-29,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-09-08,2025-09-05,True,"ARKW,ARKF,ARKQ,EWP,EWS",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'SGOV': 0.0}"
2025-09-15,2025-09-12,True,"ARKW,ARKQ,ARKF,EWP,ARKK",0.2,0.0001,"{'ARKF': 0.2, 'ARKK': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'SGOV': 0.0}"
2025-09-22,2025-09-19,True,"ARKW,ARKQ,ARKF,EWP,ARKK",0.0,0.0,"{'ARKF': 0.2, 'ARKK': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'SGOV': 0.0}"
2025-09-29,2025-09-26,True,"ARKW,ARKQ,ARKF,EWP,EWI",0.2,0.0001,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWI': 0.2, 'EWP': 0.2, 'SGOV': 0.0}"
2025-10-06,2025-10-03,True,"ARKW,ARKQ,EWP,ARKF,EWI",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWI': 0.2, 'EWP': 0.2, 'SGOV': 0.0}"
2025-10-13,2025-10-10,True,"ARKW,ARKQ,EWP,ARKF,GLDM",0.2,0.0001,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-10-20,2025-10-17,True,"ARKW,ARKQ,EWP,GLDM,ARKF",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-10-27,2025-10-24,True,"ARKQ,ARKW,EWP,GLDM,ARKF",0.0,0.0,"{'ARKF': 0.2, 'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-11-03,2025-10-31,True,"ARKQ,EWP,ARKW,EWS,GLDM",0.2,0.0001,"{'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-11-10,2025-11-07,True,"ARKQ,ARKW,EWP,GLDM,EWS",0.0,0.0,"{'ARKQ': 0.2, 'ARKW': 0.2, 'EWP': 0.2, 'EWS': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-11-17,2025-11-14,True,"GLDM,EWP,ARKQ,GDX,AVDV",0.4,0.0002,"{'ARKQ': 0.2, 'AVDV': 0.2, 'EWP': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-11-24,2025-11-21,True,"EWP,GLDM,ARKQ,GDX,EPOL",0.2,0.0001,"{'ARKQ': 0.2, 'EPOL': 0.2, 'EWP': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2025-12-01,2025-11-28,True,"EWP,GLDM,GDX,ARKQ,SLV",0.2,0.0001,"{'ARKQ': 0.2, 'EWP': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2025-12-08,2025-12-05,True,"EWP,GLDM,ARKQ,SLV,EWI",0.2,0.0001,"{'ARKQ': 0.2, 'EWI': 0.2, 'EWP': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2025-12-15,2025-12-12,True,"EWP,GLDM,SLV,EWI,ARKQ",0.0,0.0,"{'ARKQ': 0.2, 'EWI': 0.2, 'EWP': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2025-12-22,2025-12-19,True,"EWP,GLDM,AVDV,GDX,SLV",0.4,0.0002,"{'AVDV': 0.2, 'EWP': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2025-12-29,2025-12-26,True,"EWP,GLDM,AVDV,SLV,EWY",0.2,0.0001,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2026-01-05,2026-01-02,True,"EWP,GLDM,EWY,SLV,AVDV",0.0,0.0,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2026-01-12,2026-01-09,True,"EWP,GLDM,EWY,AVDV,SLV",0.0,0.0,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2}"
2026-01-20,2026-01-16,True,"EWP,AVDV,GLDM,EWY,GDX",0.2,0.0001,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2026-01-26,2026-01-23,True,"EWP,GLDM,GDX,EZA,SLVP",0.4,0.0002,"{'EWP': 0.2, 'EZA': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLVP': 0.2}"
2026-02-02,2026-01-30,True,"EWP,EWY,GLDM,EZA,AVDV",0.4,0.0002,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'EZA': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2026-02-09,2026-02-06,True,"EWP,EWY,GDX,AVDV,EZA",0.2,0.0001,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'EZA': 0.2, 'GDX': 0.2, 'SGOV': 0.0}"
2026-02-17,2026-02-13,True,"EWY,GDX,EWP,AVDV,EZA",0.0,0.0,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'EZA': 0.2, 'GDX': 0.2, 'SGOV': 0.0}"
2026-02-23,2026-02-20,True,"GDX,AVDV,EWP,GLDM,EWY",0.2,0.0001,"{'AVDV': 0.2, 'EWP': 0.2, 'EWY': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0}"
2026-03-02,2026-02-27,True,"GDX,SLVP,SLV,GLDM,EWY",0.4,0.0002,"{'EWY': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'SLVP': 0.2}"
2026-03-09,2026-03-06,True,"GDX,EWY,SLVP,GLDM,SLV",0.0,0.0,"{'EWY': 0.2, 'GDX': 0.2, 'GLDM': 0.2, 'SGOV': 0.0, 'SLV': 0.2, 'SLVP': 0.2}"
